ine_label	utterance	num_tokens
UNK:UNK	I'm always here so just coordinate with my assistant, Ina Rangle.   Thanks, John     Kathie Grabstald 11/20/2000 02:32 PM To: John Arnold/HOU/ECT@ECT cc:   Subject: ENSIDE Newsletter  Good Afternoon, John!  Thanks for agreeing to be one of the Profile articles in the next issue of  the ENSIDE.  Michelle Vitrella assured me that you would be an interesting  topic!  Our newsletter is set for publication in February and I am setting my  interview schedule now.  I would love to sit down and visit with you for  about 30 minutes in the early part of December.  Please let me know a day and  time that is convenient for you.  I look forward to hearing from you! Kathie Grabstald ENA Public Relations x 3-9610	127
UNK:UNK	isn't market making on electronic systems fun???     ksmalek@aep.com on 11/20/2000 01:17:35 PM To: John.arnold@enron.com cc:   Subject: Cal02   I cant go take a pee w/o you sneaking up on me on ICE, ICE BABY.	44
UNK:UNK	The attached report contains an analysis of fuel switching capability. It  also details one  of the current problems with EIA data. The EIA data   contains FERC form I data. Once generation is sold its fuel consumption is no  longer reported to the DOE. Hence an analysis of the DOE cost  and quality of  generation fuels is incomplete becasue of the lack of NUG data. WEFA gets  around this by using 1998 FERC FORM I data. After 1998, there were  significant sales of generation due to the ongoing legislation and  deregulation at the state level.    - NGM11_00.pdf	96
UNK:UNK	John: ? I'm not really sure what happened between us.? I was  under the impression  after my visit to Houston that we were about to enter into  a trial agreement  for my advisory work.? Somehow,?this never  occurred.? Did I say or do  something wrong to screw this  up??? ? I don't know if you've blown this whole thing off, but I still  hope you are  interested in trying?to create an arrangement.? As a  courtesy, here is my  report from this past weekend.? If you are no longer  interested in my work,  please tell me so.??Best wishes, ? Mark Sagel Psytech Analytics (410)308-0245?   - energy2000-1112.doc	110
UNK:UNK	best GUESS P&L tonight is +7	7
UNK:UNK	The EOL Reporting Database treats any distinct deal number as a separate  unique deal.  An example would be a deal done with KUKUI Inc. on November  8th, 2000.  It is booked as deal numbers Q86409.1, Q86409.2, Q86409.3, and  Q86409.4.  These are four separate and unique deal numbers and therefore  count as a total of four deals.       We understand that the trade desk may consider the deal in this example as  just one large deal with 4 different parts.  Unfortunately,  the EOL  Reporting Database has no way of telling whether or not these types of deals  are distinct different deals or part of one larger deal.  Since this  currently can not be known, the EOL Reporting Database uses the most  conservative approach and counts them all as individual deals.  This results  in a higher OTC deal count and thus a lower EOL percentage of all deals.  If you have any further questions , please don't hesitate to ask.  Pete Berzins x57597	164
UNK:UNK	Dear Mr.. Lavorato,  The $1500 that you sent to us in October, has not been credited to our account.If those funds were sent through AM TRADE INTERNATIONAL, you need to have your bank send an amendment message stating that the respective funds are intended for final credit to World Sports Exchange/ ACCT # 12307915.  Most likely, those funds are sitting at the Antigua Overseas Bank.  2. Another suggestion would be to call back those funds since the beneficiary is not in receipt of payment, and resend it through the new instruction as per our website.This method is guaranteed more efficient.  For any further questions, please call the accounts department at WSEX.  REGARDS MARIA. Accounts Manager _________________________________________________________________________ Get Your Private, Free E-mail from MSN Hotmail at http://www.hotmail.com.  Share information about yourself, create your own public profile at http://profiles.msn.com.	145
UNK:UNK	Hello Mr. Arnold,  I hope that things have calmed down in the gas market with the cold weather finally developing.  I have been selected to come to Houston for final round interviews.  Do you know if visitors can come to the trading floor to see what the operations are like?  Also, if you have any hints on approaching the final round of interviews, I would appreciate them.  Thank you for your help during the application process, and I hope you have a good week.  Cordially,  Adam Bayer	87
UNK:UNK	get lost	2
UNK:UNK	"I had Devon put together a resume for you to get an idea of his experience to  date. He's not our typical MBA Associate, but I feel he has great potential  as a junior trader.  I'll call you later to discuss. Per  ---------------------- Forwarded by Per Sekse/NY/ECT on 11/10/2000 04:07 PM  ---------------------------     	Enron Capital & Trade Resources Corp. 	 	From:  Devin_Burnett@PECHINEY.COM                           11/10/2000 02:17  PM 	  To: psekse@ect.enron.com cc:   Subject:      hope this is better. its best if i speak to who ever i need to outside of the office when i can  speak a little more freely ie after 5:30 i stuck my mobile # on it  (See attached file: DKB CV.doc)   - DKB CV.doc"	125
UNK:UNK	"---------------------- Forwarded by John Arnold/HOU/ECT on 11/09/2000 03:54  PM ---------------------------   ""Mancino, Joseph (NY Int)"" <JMANCINO@edfman.com> on 11/09/2000 08:32:32 AM To: ""'jarnold@enron.com'"" <jarnold@enron.com> cc:   Subject: ACCESS Trades for 11/09/00   Here are the trades executed on ACCESS last night:  S   50   Z     5350 S   50 Z    5335  B   9   Z   5330 B   2   Z   5320 B   4   Z   5322 B   6   Z   5323 B   5   Z   5345 B   10  Z   5355 B   3   Z   5355 B   5   Z   5358   B   100   Z   5323 S   100   F   5369   Joseph Mancino E.D. & F. Man International (212)566-9700"	110
UNK:UNK	Alan: I received your email.  I'll make sure it goes through the proper channels.    It may help if you give specific positions that interest you most as Enron is  such a big place, it will help focus the resume to the right people. John	45
UNK:UNK	I almost forget about your debt, but then your BMW 315ia reminded me of it.	15
UNK:UNK	"---------------------- Forwarded by Jennifer N Stewart/NA/Enron on 12/04/2000  08:45 AM ---------------------------     	 	 	From:  Jim Rountree                           12/04/2000 07:50 AM 	  To: Don Hawkins/OTS/Enron@Enron, Jennifer N Stewart/NA/Enron@Enron cc:    Subject: Vengas venue / Venezuela  I want to pass on my sincere appreciation for the excellent work and  assistance from Colleen Koenig during last weeks crisis management program in  Venezuela.  Colleen was more than helpful and provided services that I found  invaluable.  She was extremely well liked by the senior management of Vengas  and spent a great deal of time with them in creating an environment conducive  to teamwork and productivity.  Her language skills, knowledge and personality  provided an incredible resource.  Thanks for allowing my program her services  and I look forward to working with her again in the future.  Jim Rountree"	137
UNK:UNK	Hello: I am not able to pull up the link for the short term outlook for natural  gas.  Can you please make sure the link is updates. Thanks, John	29
UNK:UNK	Stephanie: Please set up Mike Maggi for trding on Intercontinental Exch. Thanks, John	13
UNK:UNK	"welcome to the world of electronic market making. ..      it's fun ,huh?     ""Smith, Foster"" <SmithF@EPEnergy.com> on 11/08/2000 08:44:36 AM To: ""'jarnold@enron.com'"" <jarnold@enron.com> cc:   Subject:    Hey dickhead....quit arbing me on ice.  When are we going to another Rocket's game so I can  when my fucking money back?   ****************************************************************** This email and any files transmitted with it from El Paso Energy Corporation are confidential and intended solely for the use of the individual or entity to whom they are addressed. If you have received this email in error please notify the sender. ******************************************************************"	101
UNK:UNK	yep     Brian Hoskins@ENRON COMMUNICATIONS 11/06/2000 11:08 AM To: John Arnold/HOU/ECT@ECT cc: Fangming Zhu/Corp/Enron@ENRON  Subject:   John,  Are you available to install the Enron Messenger application today at 4pm?  Brian   Brian T. Hoskins Enron Broadband Services 713-853-0380 (office) 713-412-3667 (mobile) 713-646-5745 (fax) Brian_Hoskins@enron.net	59
UNK:UNK	Is it possible to reschedule the commercial meeting from Wednesday.   Wednesday is the busiest day of the week for the gas floor.   Please advise, John     Jeanie Slone 11/02/2000 03:56 PM To: Fred Lagrasta/HOU/ECT@ECT, Hunter S Shively/HOU/ECT@ECT, Scott  Neal/HOU/ECT@ECT, Thomas A Martin/HOU/ECT@ECT, John Arnold/HOU/ECT@ECT,  Phillip K Allen/HOU/ECT@ECT cc:   Subject: Final Gas and Power Trading PRC meeting  Mark you calendars for the Gas and Power Trading PRC meetings to be held   Wed. November 29 (Commercial) and Mon. December 4(Commercial Support)  You  will receive specific information regarding times and locations soon. If you would like additional members of your staff to attend the meeting to  provide feedback, please submit their names to me by November 10. A formal Gas pre-ranking meeting is not scheduled.  However, if you are  interested in conducting a pre-PRC meeting, please contact me by November 10.   Best regards, Jeanie X5-3847	166
UNK:UNK	"Errol: I did not write up these access trades from Friday.  Please make sure they  are in. John ---------------------- Forwarded by John Arnold/HOU/ECT on 11/05/2000 04:42  PM ---------------------------   ""Mancino, Joseph (NY Int)"" <JMANCINO@edfman.com> on 11/03/2000 08:26:02 AM To: ""'jarnold@enron.com'"" <jarnold@enron.com> cc:   Subject: ACCESS Trades 11/03/00   Greg asked me send you the ACCESS trades you did last night/this morning.  B     37     Z       4720 B     13     Z       4810 B      5      Z       4815 S     20     H       4436  Thank you.  Joseph Mancino E.D. & F. Man International (212)566-9700"	102
UNK:UNK	"what time did you get in?     ""Jennifer White"" <jenwhite7@zdnetonebox.com> on 11/03/2000 12:22:23 PM To: john.arnold@enron.com cc:   Subject:    Everything worked out OK.  I left your key at the concierge desk.  Jen  ___________________________________________________________________ To get your own FREE ZDNet Onebox - FREE voicemail, email, and fax, all in one place - sign up today at http://www.zdnetonebox.com"	64
UNK:UNK	yea they were doing spoofs on the rules of business.  i'll tell you about it  later.  kind of funny.   however, it took 2 hours for 30 seconds of film   From: Margaret Allen@ENRON on 11/02/2000 08:50 AM To: John Arnold/HOU/ECT@ECT cc:   Subject: Re: NYC rocks    Without me!  I can't believe you...  Just kidding.  What was it for -- the management conference?	68
UNK:UNK	no actually i was here until 700  ... filming a movie   From: Margaret Allen@ENRON on 11/02/2000 08:25 AM To: John Arnold/HOU/ECT@ECT cc:   Subject: NYC rocks    my, my, my, you must have left early yesterday to just have received my  email.    Have I told you how much I love it here?  I think I need to move back...	63
UNK:UNK	"Fernley:  We have a number of key initiatives in process with Continental including  sales of broadband services, weather derivatives and facility management that  have the potential to exceed the savings being offered by British Airways.  I  would prefer that we stay the course with Continental plus I am confident  that Continental can either meet or exceed BA's current offer.  George Wasaff    	Fernley Dyson@ECT 	11/21/2000 06:32 AM 		  		 To: George Wasaff/NA/Enron@Enron 		 cc: Sam Kemp/LON/ECT@ECT, Colin Bailey/LON/ECT@ECT 		 Subject: British Airways vs Continental  George,  Enron Europe has negotiated a preferred supplier agreement with British  Airways which will save us circa $3m a year vs Continental Airlines. I know  there are existing and potential links with Continental, so please let me  know if this causes you a problem. Colin Bailey is in Houston next week if  you need or want to know any of the detail.  Regards  Fernley"	157
UNK:UNK	you think that's a valid excuse?   whatever....	8
UNK:UNK	"use 380       	 	 	From:  Russell Dyk @ ENRON                           11/01/2000 12:06 PM 	  To: Brad McKay/HOU/ECT@ECT, John Arnold/HOU/ECT@ECT, Caroline  Abramo/Corp/Enron@Enron cc:   Subject: Credit Suisse First Boston  CSFB informed us today that their Appalachia hedging deal will likely happen  in the next two weeks. The deal, in short, involves Enron buying an average  volume of 11,500 mmBtu/d at TCO and 5,500 mmBtu/d at CNG for 12 years and 1  month from Dec00.  CSFB would like to get an idea of where the market is now. I've attached a  spreadsheet that details the volumes, which decline with time. Could you  please provide indicative prices, as of tonight's close.  Thanks, Russ"	122
UNK:UNK	hey podner: where are you buying me dinner tonight?	9
UNK:UNK	Stinson: Can we do the meeting today at 4:00?	10
UNK:UNK	"that's fine     	Heather Alon 	11/01/2000 12:59 PM 	 To: John Arnold/HOU/ECT@ECT cc:   Subject: video shoot  Hi John,  John Lavorato needs to leave earlier tonight so we will need to start  shooting a little earlier today, around 5:00. Will this work for you?  Thanks, Heather 3-1825"	53
UNK:UNK	Dave: Can you do the same printout today of children for product #33076 Thanks John	15
UNK:UNK	"thanks     Andy Zipper@ENRON 11/01/2000 08:00 AM To: John Arnold/HOU/ECT@ECT cc:   Subject: Adam Resources  FYI ---------------------- Forwarded by Andy Zipper/Corp/Enron on 11/01/2000  07:59 AM --------------------------- From: Bob Shults@ECT on 10/31/2000 03:56 PM To: Andy Zipper/Corp/Enron@Enron cc: Daniel.Diamond@enron.com   Subject: Adam Resources  I talked to Jay Surles and Kenny Policano at Adams Resources and concerning  CATDADDY and POWERTRADE.  I informed Jay that it was in violation of their  agreement to ""sell, lease, retransmit, redistribute or provide directly or  indirectly,any portion of the content of the Website to any third party.""    They indicated that they had provided the id to one of their marketers in New  England.  They also suggested that they had a broker that watched spreads for  a commission therefore theoretically the broker was an employee of the  company.  After all the bull they agreed to have them shut down and they  would refrain from doing it again."	167
UNK:UNK	it just wasn't the same without you.   how was el doritos?   From: Margaret Allen@ENRON on 10/26/2000 05:33 PM To: John Arnold/HOU/ECT@ECT cc:   Subject: The date  Oh, I got it -- you must have had a good date.  So tell me about it since I  missed it.	53
UNK:UNK	"very interesting.... i've been looking for new activities.  maybe i was born  to be a knight     ""Jennifer White"" <jenwhite7@zdnetonebox.com> on 10/26/2000 12:45:17 PM To: John.Arnold@enron.com cc:   Subject: Re: good morning   http://www.kofc.org/ (I can find anything!)  It looks like they are an organization of Catholic men (with 'Vote for life' on their web site - scarry!).  I'm voting at a middle school. Let's hope I don't get shot.  ---- John.Arnold@enron.com wrote: > > my polling location is the knights of columbus hall. > > what exactly is a knight of columbus? > >  ___________________________________________________________________ To get your own FREE ZDNet Onebox - FREE voicemail, email, and fax, all in one place - sign up today at http://www.zdnetonebox.com"	128
UNK:UNK	my polling location is the knights of columbus hall.   what exactly is a knight of columbus?	16
UNK:UNK	"where's the site that i can sell my vote?     ""Jennifer White"" <jenwhite7@zdnetonebox.com> on 10/26/2000 08:36:29 AM To: john.arnold@enron.com cc:   Subject: good morning   Here is the site that tells you where to vote: http://www.co.harris.tx.us/cclerk/elect.htm  Go Yankees!  :)    ___________________________________________________________________ To get your own FREE ZDNet Onebox - FREE voicemail, email, and fax, all in one place - sign up today at http://www.zdnetonebox.com"	78
UNK:UNK	i didn't say you couldnt come down.   just not to expect much   From: Margaret Allen@ENRON on 10/25/2000 04:11 PM To: John Arnold/HOU/ECT@ECT cc:   Subject: Re:    Okay, you get reprieve on this today.  But I do have curly hair and high  boots on.   Have a GREAT (said like Tony Tiger) date, and don't attack her like you did  the last one. MSA	70
UNK:UNK	"The el orbits, eh? i've heard of them but don't remember who they are.    there is a chance i've seen them at satellite i guess.  my, you are nosey.  i have a little date tonight.  wanna come along?   From: Margaret Allen@ENRON on 10/25/2000 09:06 AM To: John Arnold/HOU/ECT@ECT cc:   Subject: Re:    Hum, as much as I would love to be insulted by you for several hours straight  tomorrow night, I have plans...actually, it's an Enron thing. A bunch of  people are going to the Continental Club to hear the El Orbits, which happens  to be my favorite band.  You should come.   What are your plans tonight, since I'm being nosey?!    Trade them up Johnny, Margarita     	John Arnold@ECT 	10/25/2000 07:34 AM 		 		 To: Margaret Allen/Corp/Enron@ENRON 		 cc:  		 Subject: Re:  Deathly afraid doesn't even come close to describing it.  Busy tonight.  How  bout tomorrow?   From: Margaret Allen@ENRON on 10/24/2000 06:25 PM To: John Arnold/HOU/ECT@ECT cc:   Subject: Re:     Okay, since you are deathly afraid of being nice to me, now about we go to  grab a beer or dinner tomorrow night?  Does that work for you?"	209
UNK:UNK	---------------------- Forwarded by John Arnold/HOU/ECT on 10/25/2000 11:34  AM ---------------------------   Lauren Urquhart 10/25/2000 11:23 AM To: John Arnold/HOU/ECT@ECT cc:   Subject: Your Brother  John  I am the assistant to John Sherriff.  John mentioned to me yesterday that your brother was going to contact us via  e-mail.  We have not receieved or heard anything.  Communication is required here.  Please have your brother call me on 0207-783 7359 or e-mail me at the above  address on John on john.sherriff@enron.com.  Thank you!  Lauren	94
UNK:UNK	lumber	1
UNK:UNK	---------------------- Forwarded by John Arnold/HOU/ECT on 10/25/2000 07:34  AM ---------------------------   SOblander@carrfut.com on 10/25/2000 07:02:54 AM To: soblander@carrfut.com cc:   Subject: daily charts, perpetual gasoline and nat gas strip matrix as hot  links 10/25   The information contained herein is based on sources that we believe to be reliable, but we do not represent that it is accurate or complete.  Nothing contained herein should be considered as an offer to sell or a solicitation of an offer to buy any financial instruments discussed herein.  Any opinions expressed herein are solely those of the author.  As such, they may differ in material respects from those of, or expressed or published by on behalf of Carr Futures or its officers, directors, employees or affiliates.  , 2000 Carr Futures   The charts are now available on the web by clicking on the hot link(s) contained in this email. If for any reason you are unable to receive the charts via the web, please contact me via email and I will email the charts to you as attachments.  Crude     http://www.carrfut.com/research/Energy1/crude72.pdf Natural Gas     http://www.carrfut.com/research/Energy1/ngas72.pdf Distillate     http://www.carrfut.com/research/Energy1/hoil72.pdf Unleaded     http://www.carrfut.com/research/Energy1/unlded72.pdf Stripmatrix     http://www.carrfut.com/research/Energy1/Stripmatrix72.pdf  Perpetual Gasoline   http://www.carrfut.com/research/Energy1/perpetual gasoline72.pdf	239
UNK:UNK	Deathly afraid doesn't even come close to describing it.  Busy tonight.  How  bout tomorrow?   From: Margaret Allen@ENRON on 10/24/2000 06:25 PM To: John Arnold/HOU/ECT@ECT cc:   Subject: Re:     Okay, since you are deathly afraid of being nice to me, now about we go to  grab a beer or dinner tomorrow night?  Does that work for you?	63
UNK:UNK	don't forget you owe me dinner...	7
UNK:UNK	duke8duke     Ina Rangel 10/24/2000 03:16 PM To: John Arnold/HOU/ECT@ECT, Mike Maggi/Corp/Enron@Enron, Larry  May/Corp/Enron@Enron, Jay Reitmeyer/HOU/ECT@ECT, Kenneth  Shulklapper/HOU/ECT@ECT, Matthew Lenhart/HOU/ECT@ECT, Paul T  Lucci/NA/Enron@Enron, Tori Kuykendall/HOU/ECT@ECT, Randall L Gay/HOU/ECT@ECT,  Frank Ermis/HOU/ECT@ECT, Steven P South/HOU/ECT@ECT, Jane M  Tholt/HOU/ECT@ECT, Monique Sanchez/HOU/ECT@ECT, Keith Holst/HOU/ECT@ect,  Phillip K Allen/HOU/ECT@ECT, Mike Grigsby/HOU/ECT@ECT cc:   Subject: Login ID's needed  The Enron Messaging System is going to be implemented soon and I have been  asked to collect everyone's login ID.  Please forward me your login ID and I  will send to the correct people.  Thanks -Ina	138
UNK:UNK	"Brian Hoskins is an analyst who rotated off the gas floor. Pete Keavey now reports to Scott Neal  My aa is Ina Rangel       	Enron North America Corp. 	 	From:  Tammy R Shepperd                           10/24/2000 08:06 AM 	  To: John Arnold/HOU/ECT@ECT cc:   Subject: Gas Org Chart  John,  Do you have any changes or vacancies?  Also who is your administrative  assistant?     Thanks, Tammy x36589 ---------------------- Forwarded by Tammy R Shepperd/HOU/ECT on 10/24/2000  08:06 AM ---------------------------     	Enron North America Corp. 	 	From:  Tammy R Shepperd                           10/23/2000 01:02 PM 	  To: John Arnold/HOU/ECT@ECT cc:   Subject: Gas Org Chart  John,  Attached is the org chart with updates I have received to date.  Please  review your organization and advise if you have changes.  I'd like to give Dave and John updates this evening.  Thanks, Tammy"	140
UNK:UNK	Do you know my hr rep's name?    Jennifer Burns  10/23/2000 04:09 PM  To: John Arnold/HOU/ECT@ECT cc:   Subject:   You are such a Shit Head!!!!!	30
UNK:UNK	pretty much all traders     Brian Hoskins@ENRON COMMUNICATIONS 10/23/2000 10:51 AM To: John Arnold/HOU/ECT@ECT cc:   Subject: Re: Create a new NT group  John,  Here is the current list of traders we have for the chat program.  Do you  want to include all traders or just desk heads and selected others?    Brian	57
UNK:UNK	"you just might never get it back     ""Jennifer White"" <jenwhite7@zdnetonebox.com> on 10/23/2000 08:57:44 AM To: John.Arnold@enron.com cc:   Subject: Re:   Maxwell.  I left it at your apartment, so you still have it.  ---- John.Arnold@enron.com wrote: > > hey: > what was the first cd we listened to on Wednesday at my place? > john > >  ___________________________________________________________________ To get your own FREE ZDNet Onebox - FREE voicemail, email, and fax, all in one place - sign up today at http://www.zdnetonebox.com"	85
UNK:UNK	---------------------- Forwarded by John Arnold/HOU/ECT on 10/23/2000 07:42  AM ---------------------------  Jennifer Burns  10/23/2000 07:40 AM  To: John Arnold/HOU/ECT@ECT cc:   Subject: Re:    That's weird......because Jeff and I were talking about Bill on Friday, I  didn't get the picture that Jeff thought he was that great. And Bill hasn't  been up here at all??????  I won't say anything.....    John Arnold 10/23/2000 07:30 AM To: Jennifer Burns/HOU/ECT@ECT cc:   Subject: Re:    No, i thought you would have known.  don't tell shank i told you.    Jennifer Burns  10/22/2000 07:24 PM  To: John Arnold/HOU/ECT@ECT cc:   Subject: Re:    WHAT?????????  You are shitting me!!!!!!    John Arnold 10/22/2000 06:26 PM To: Jennifer Burns/HOU/ECT@ECT cc:   Subject: Re:    i heard he's interviewing to be Shankman's right hand man    Jennifer Burns  10/20/2000 02:12 PM  To: John Arnold/HOU/ECT@ECT cc:   Subject:   I saw Bill Perkins today, he was on 33.  I heard someone call my name and I  was like hey Bill.  Weird huh?	191
UNK:UNK	No, i thought you would have known.  don't tell shank i told you.    Jennifer Burns  10/22/2000 07:24 PM  To: John Arnold/HOU/ECT@ECT cc:   Subject: Re:    WHAT?????????  You are shitting me!!!!!!    John Arnold 10/22/2000 06:26 PM To: Jennifer Burns/HOU/ECT@ECT cc:   Subject: Re:    i heard he's interviewing to be Shankman's right hand man    Jennifer Burns  10/20/2000 02:12 PM  To: John Arnold/HOU/ECT@ECT cc:   Subject:   I saw Bill Perkins today, he was on 33.  I heard someone call my name and I  was like hey Bill.  Weird huh?	104
UNK:UNK	hey: what was the first cd we listened to on Wednesday at my place? john	15
UNK:UNK	"still have not received credit for funds wired 11/16.  Please advise.     World Sports Exchange <wsx@wsex.com> on 10/19/2000 06:15:50 AM Please respond to wsx@wsx.wsex.com To: jarnold@ect.enron.com cc:   Subject: Re: (no subject)   Hi,  If you sent a bank wire on Monday then it should take about 2-3 days to be credited to your account, but sometimes it takes one or two days longer.  So, if you don't see it today, please give us a call at 888 304 2206 and ask for either Maria or Juliette in the accounts department and they will assist you.  Thanks,  WSEX  jarnold@ect.enron.com wrote:  > Hello: > I have not yet received credit for a $1500 wired on Monday for account > ""Lavorato"""	131
UNK:UNK	i heard he's interviewing to be Shankman's right hand man    Jennifer Burns  10/20/2000 02:12 PM  To: John Arnold/HOU/ECT@ECT cc:   Subject:   I saw Bill Perkins today, he was on 33.  I heard someone call my name and I  was like hey Bill.  Weird huh?	51
UNK:UNK	Andy: I tried to open EOL at 4 on Sunday, but we had systems problems that delayed  the opening until 6:05.  This is the third time in four or five sessions when  EOL had problems on Sunday.  Anything you can do to improve reliability would  be appreciated. John	49
UNK:UNK	6 months severence minus any errors     Jennifer Shipos 10/20/2000 03:22 PM To: John Arnold/HOU/ECT@ECT cc:   Subject:   How about 6 months severance?  Do you think you can work that out for me?	37
UNK:UNK	if only i didn't have a position today I'd be ok	13
UNK:UNK	"think you're pretty clever, don't you?     ""Jennifer White"" <jenwhite7@zdnetonebox.com> on 10/18/2000 04:03:59 PM To: john.arnold@enron.com cc:   Subject: Look at what I found   http://www.fortune.com/fortune/fastest/stories/0,7127,CS|52390-2,00.html    ___________________________________________________________________ To get your own FREE ZDNet Onebox - FREE voicemail, email, and fax, all in one place - sign up today at http://www.zdnetonebox.com"	72
UNK:UNK	rajib: The following are my bids for the asian option: GQ 1 : .41 GQ 2 : .63 GQ 3 : .57	19
UNK:UNK	"34     michael.byrne@americas.bnpparibas.com on 10/18/2000 08:21:15 AM To: michael.byrne@americas.bnpparibas.com cc:   Subject: BNP PARIBAS Commodity Futures Weekly AGA Survey     Good Morning,  Just a reminder to get your AGA estimates in by Noon EST (11:00 CST) TODAY.  Last Year      +42 Last Week      +62  Thanks, Michael Byrne BNP PARIBAS Commodity Futures     ______________________________________________________________________________ _______________________________________________________  Ce message et toutes les pieces jointes (ci-apres le ""message"") sont etablis  a l'intention exclusive de ses destinataires et sont confidentiels. Si vous  recevez ce message par erreur, merci de le detruire et d'en avertir  immediatement l'expediteur.  Toute utilisation de ce message non conforme a sa destination, toute  diffusion ou toute publication, totale ou partielle, est interdite, sauf  autorisation expresse.  L'internet ne permettant pas d'assurer l'integrite de ce message, BNP PARIBAS  (et ses filiales) decline(nt) toute responsabilite au titre de ce message,  dans l'hypothese ou il aurait ete modifie.   ------------------------------------------------------------------------------ ---- This message and any attachments (the ""message"") are intended solely for the  addressees and are confidential. If you receive this message in error, please  delete it and immediately notify the sender.  Any use not in accord with its purpose, any dissemination or disclosure,  either whole or partial, is prohibited except formal approval.  The internet can not guarantee the integrity of this message. BNP PARIBAS  (and its subsidiaries) shall (will) not therefore be liable for the message  if modified. ______________________________________________________________________________ _______________________________________________________"	240
UNK:UNK	can you find out if the tech group has scheduled installation of a dsl line  in my apartment?	18
UNK:UNK	"We both thank you       	 	 	From:  Jennifer Fraser                           10/17/2000 06:12 PM 	  To: John Arnold/HOU/ECT@ECT cc:   Subject: congrats  Dutch ( as you know ) is great. I am very happy for him and you JF"	37
UNK:UNK	"So, what is it?   And by the way, don't start with the excuses.   You're  expected to be a full, gourmet cook.  Kisses, not music, makes cooking a more enjoyable experience.       ""Jennifer White"" <jenwhite7@zdnetonebox.com> on 10/17/2000 04:19:20 PM To: jarnold@enron.com cc:   Subject: Hi   I told you I have a long email address.  I've decided what to prepare for dinner tomorrow.  I hope you aren't expecting anything extravagant because my culinary skills haven't been put to use in a while.  My only request is that your stereo works.  Music makes cooking a more enjoyable experience.  Watch the debate if you are home tonight.  I want a report tomorrow... Jen  ___________________________________________________________________ To get your own FREE ZDNet Onebox - FREE voicemail, email, and fax, all in one place - sign up today at http://www.zdnetonebox.com"	145
UNK:UNK	"sure, stop by and we'll arrange a place to meet.  If you come by  during  trading hours though, I can only say hi for a couple seconds.     ""Mark Sagel"" <msagel@home.com> on 10/17/2000 05:20:14 PM To: <John.Arnold@enron.com> cc:   Subject: Re: Thursday meeting   That sounds fine. Would you like to meet at your office and go from there? By the way, I will be in your office earlier in the afternoon for a meeting. Perhaps I can stop over to say hello.  ----- Original Message ----- From: <John.Arnold@enron.com> To: <msagel@home.com> Sent: Tuesday, October 17, 2000 5:53 PM Subject: Re: Thursday meeting    how about 6:00 for drinks      ""Mark Sagel"" <msagel@home.com> on 10/17/2000 04:34:56 PM  To:   ""John Arnold"" <jarnold@enron.com> cc: Subject:  Thursday meeting    Hey John:  When you have a chance, let me know what time works for us to  get together Thursday. Thanks,  Mark Sagel Psytech Analytics"	166
UNK:UNK	"how about 6:00 for drinks      ""Mark Sagel"" <msagel@home.com> on 10/17/2000 04:34:56 PM To: ""John Arnold"" <jarnold@enron.com> cc:   Subject: Thursday meeting    Hey John: ? When you have a chance, let me know what time works for us to  get together  Thursday.? Thanks, ? Mark Sagel Psytech Analytics"	53
UNK:UNK	"I've got a ""strategy"" mtg from 3:00 - 5:00.  It's very important.  I've got  to strategize about things.  Not sure about exactly what.  Just things.   From: Margaret Allen@ENRON on 10/17/2000 01:13 PM To: John Arnold/HOU/ECT@ECT cc:   Subject: Re:     Other than the fact that we desparately need your unbelieveably  marketing-savvy person up here - no. What's going on in the trading world?   Maybe I'll have to mosey on down there later today.  Is it busy?"	87
UNK:UNK	"---------------------- Forwarded by Jennifer N Stewart/NA/Enron on 12/04/2000  11:09 AM ---------------------------   Don Hawkins 12/04/2000 10:51 AM To: Jennifer N Stewart/NA/Enron@Enron cc: George Wasaff/NA/Enron@Enron   Subject: Vengas venue / Venezuela  Jennifer, thanks for making Colleen available to Jim,  She did an excellent  job.  Don ---------------------- Forwarded by Don Hawkins/OTS/Enron on 12/04/2000 10:51  AM ---------------------------     	 	 	From:  Jim Rountree                           12/04/2000 07:50 AM 	  To: Don Hawkins/OTS/Enron@Enron, Jennifer N Stewart/NA/Enron@Enron cc:    Subject: Vengas venue / Venezuela  I want to pass on my sincere appreciation for the excellent work and  assistance from Colleen Koenig during last weeks crisis management program in  Venezuela.  Colleen was more than helpful and provided services that I found  invaluable.  She was extremely well liked by the senior management of Vengas  and spent a great deal of time with them in creating an environment conducive  to teamwork and productivity.  Her language skills, knowledge and personality  provided an incredible resource.  Thanks for allowing my program her services  and I look forward to working with her again in the future.  Jim Rountree"	189
UNK:UNK	anything new in the world of marketing?	7
UNK:UNK	yea, how about 3:30?     Sarah Wesner@ENRON 10/16/2000 10:21 AM To: John Arnold/HOU/ECT@ECT cc:   Subject: Margin Lines  Are you around today?  I need to talk to you about some things.  Sarah	38
